"faqNbr","carClassNbr","faqCarNbr","faqCarNm","question","answer"
1900,,1202,"벤츠 E-클래스
                W212",E300이 3.0인가요 3.5인가요?,둘 다입니다. 2010년 12월까지는 M272 유닛의 3.0L 엔진(231마력)입니다. 순수 벤츠 혈통이지요. 반면 이듬해 1월부터는 크라이슬러 펜타스타 계열 M276 3.5L로 바뀌면서 252마력이 되었습니다. 결국 같은 이름일지라도 연식에 따라 엔진이 다른 겁니다.
1901,,1202,"벤츠 E-클래스
                W212",매물마다 기어 노브나 계기판이 다른데.,엘레강스의 기어 노브는 무조건 스티어링 칼럼에 달립니다. 반면 아방가르드 사양 중 일부(11년 말까지)는 기어 노브가 센터터널 쪽에 있지요. 한편 계기판 액정이 흑백인 건 2011년 9월식까지이고 이후부터는 화려한 컬러 액정으로 바뀌었습니다.
1902,,1202,"벤츠 E-클래스
                W212",고질병 같은 건 없나요?,네! 숙성된 파워트레인 품어 고장이 적답니다. 벤츠 전문 수리점에 물어보아도 “W212는 기계적 완성도가 참 높은 차”라고 입을 모으지요. 다만 현 시점에서 중고차로 살 때는 언더보디의 고무 부품과 각종 센서류 고장에 대비하는 게 필요합니다.
1903,,1202,"벤츠 E-클래스
                W212",‘고급휘발유’ 넣어야 돼요?,E300은 연료 품질에 둔감해 일반유 넣어도 됩니다. 출시 당시 “E300이 한국에 구닥다리 엔진 달고 나온 건 우리나라 연료 품질 때문”이라는 썰도 있었지요. 다만 E200은 직분사 터보 엔진이기에 웬만하면 고급휘발유 넣는 걸 추천합니다.
1904,6152,1182,현대 코나,가솔린 1.6T는 기름 많이 먹죠?,코나의 저마력형 감마 터보 엔진과 7단 DCT는 성능보다 연료 효율 우선한 조합입니다. 이로써 복합연비 12~13km/L를 기대할 수 있고 간선도로를 순항하면 20km/L도 가능합니다. 177마력의 출력을 생각하면 상당히 훌륭하지요.
1905,6152,1182,현대 코나,티볼리처럼 지붕 색이 다른 건 없나요?,투톤 루프는 프리미엄 등급에서 플래티넘 패키지를 넣어야 적용됩니다. 다만 이럴 경우 옵션으로 선루프를 못 넣습니다. 결국 보고 있는 매물이 투톤 루프라면 선루프는 없다는 거죠.
1906,6152,1182,현대 코나,왜 스토닉보다 비싼 건가요?,"둘을 형제차라고 여기는 건 오해입니다. 코나가 스토닉보다 반 체급 정도 위거든요. 코나가 길이 25mm, 너비 40mm 크고 실내도 좀 더 넓습니다. 아울러 자연흡기 1.4 가솔린의 스토닉과 달리 코나는 파워풀한 1.6 터보 엔진입니다."
1907,6152,1182,현대 코나,디젤은 어때요?,코나에 들어가는 U-Ⅱ 디젤은 진동이 적고 정숙성이 우수합니다. 가속은 호쾌하고 연비가 굉장히 잘 나오죠. 2020년형부터는 요소수 기반의 배출가스 저감장치를 달아 매연을 적게 내뿜습니다. 연비도 더 좋아졌죠. 4륜 구동을 선택할 수 있는 점도 메리트입니다.
1908,6152,1182,현대 코나,가족용으로도 쓸 만할까요?,뒷자리 쓰임새는 아반떼 AD가 낫습니다. 코나보다 2열 무릎 공간과 시트 등받이가 쾌적하기 때문이죠. 뒷좌석 송풍구나 열선도 코나는 없지만 아반떼는 있는 것들. 코나는 파워풀한 성능과 젊은 스타일이 매력입니다. 싱글이나 신혼부부에게 어울리겠지요.
1909,5975,1163,벤츠 뉴 SLK-클래스,스포츠카가 처음인데 괜찮을까요?,그런 입장인 사람에게 가장 적절한 스포츠카예요. 라이벌보다 승차감이 부드럽고 운전도 쉬운 편이거든요. 200 모델은 배기량이 작아 기름도 별로 안 먹습니다. 마지막으로 ‘오픈카’임에도 딱딱한 철제 지붕이라 관리까지 쉽지요.
1910,5975,1163,벤츠 뉴 SLK-클래스,사고 나면 위험하지 않아요?,"2인승 로드스터 중에서는 안전장비가 가장 충실한 편입니다. 시트 날개 쪽 사이드에어백뿐만 아니라 오픈 모델로서는 이례적으로 창문 쪽 커튼에어백까지 있습니다. 자세제어장치(ESP)와 TPMS, 주의 어시스트도 200 모델부터 무조건 들어갑니다."
1911,5975,1163,벤츠 뉴 SLK-클래스,출퇴근용으로 쓸 수 있을는지.,"스포츠카는 으레 신경질적이지만 예외적으로 SLK는 마일드합니다. 이로써 출퇴근용으로 충분히 쓸 수 있고, 실제로 그렇게 타는 분들이 많아요. 소프트톱이 아니어서 날씨를 타지도 않지요. 뚜껑 닫으면 트렁크 공간이 335L인 것도 높은 실용성을 방증합니다."
1912,5975,1163,벤츠 뉴 SLK-클래스,C클래스보다 유지비 많이 들죠?,스포츠카 할증 때문에 보험료가 비싸지만 나머지는 비슷합니다. 과거 200 CGI 모델들과 같은 엔진이고 7G 트로닉 변속기도 세단의 것과 동일하니까요. 전동식 하드톱 내구성까지 좋다고 하니 그저 C클래스 운용하는 비용이면 될 것입니다.
1913,5975,1163,벤츠 뉴 SLK-클래스,SLK 200이 그렇게 느리다던데.,변속기 때문입니다. 지나치게 ‘연비 위주’여서 고단을 너무 빨리 뭅니다. 엔진이 힘을 받기도 전에 말이죠. 대신 수동 모드를 적극 쓴다면 제법 잘 나갑니다. 시속 180km 이내라면 갑갑하지 않아요. 실제 제원상 ‘제로백’도 7.1초로 나름 준족입니다.
1914,5506,1142,현대 i30 (PD),천천히 다니면 1.4T도 괜찮겠죠?,물론이죠. 이번 1.4T 엔진은 예전 1.8L 정도의 힘을 내거든요. 게다가 연비까지 잘 나오니 장점이 많습니다. 오히려 천천히 다니는 분께서 1.6T를 고르면 거기 달린 스포츠 서스펜션을 불편하다 느끼실 거예요. 1.4T도 좋은 선택입니다.
1915,5506,1142,현대 i30 (PD),도로에서 아반떼보다 안 보이던데.,아반떼보다 비싸서 그래요. 차에 하자가 있어서 그런 게 아니죠. 오히려 제품 자체는 아반떼보다 좋습니다. i30의 내장 품질이나 주행감이 한 급 위예요. 결국 당신이 이 차를 ‘프리미엄 준중형 해치백’으로 받아들인다면 그 가치가 보이기 시작할 겁니다.
1916,5506,1142,현대 i30 (PD),골프 타다 바꿔도 만족할까요?,"네. 특히 GTI/GTD가 아닌 TDI에서 넘어온다면 더욱 그럴 것입니다. 만일 i30 1.6T로 산다면 편의장비부터 시작해 가속력과 운동성, 운전재미까지 충족할 거예요. 다만 DCT 완성도가 DSG보다 떨어지는 것과 ‘뱃지빨’이 약한 건 극복이 힘들겠지요."
1917,5506,1142,현대 i30 (PD),가족용으로 쓸 만하겠죠?,아반떼에 비해 2열이 좁은 건 사실. 하지만 온전한 뒷문과 뒷자리를 갖췄으니 가족용으로 충분히 쓸 수 있지요. 보태어 리어 시트 접히는 해치백으로서 짐 공간 활용성이 참 좋습니다. 파노라마 선루프 달린 차(아반떼는 불가)라면 아이들도 좋아하겠네요.
1918,5506,1142,현대 i30 (PD),안전한가요?,Euro NCAP에서 별 다섯 개 받았습니다. 에어백은 전 등급에 7개가 기본으로 들어갑니다. 1.6 터보는 후측방 경보 시스템도 기본이에요. 결정적으로 능동조향보조와 ASCC를 넣을 수 있는 건 넷 중 i30가 유일합니다. 안전 면에서 으뜸이지요.
1919,5189,1123,혼다 New CR-V,가솔린 SUV니까 기름 많이 먹죠?,"L당 10km는 충분히 가능합니다. 실제 오너들이 말하는 연비가 이 정도였어요. 사실 중고차로 디젤 SUV 사서 연료 계통과 터빈 수리하는 것보다는 고장 없이 굴러가는 가솔린이 속 편할 수 있습니다. 가솔린 SUV, 충분히 메리트 있습니다."
1920,5189,1123,혼다 New CR-V,미국에서 인기 높은 이유가 뭔가요?,혼다 품질에 대한 믿음일 테죠. 확 끄는 매력은 없지만 오랜 시간 곁에 두고 굴리기 좋은 그런 모델. 차체보다 더 크게 느껴지는 공간과 실용성도 장점입니다. 특히 트렁크가 정말 크지요. 뒷좌석 등받이가 한 방에 접히는 것도 매력 포인트.
1921,5189,1123,혼다 New CR-V,"4세대와 4.5세대는 생김새만 다른가요?",기존에는 2.4L 포트분사 엔진이었는데 14년 10월부터 직분사화 되어 가속이 살짝 빨라졌습니다. 이때 5단 AT던 변속기를 CVT로 교체하면서 연비도 개선됐지요. 하체 부품 변경과 차체 구조 안전성 개선도 눈에 띄는 포인트입니다.
1922,5189,1123,혼다 New CR-V,"4.5세대 투어링은 기본형보다 뭐가 좋아요?","시트 메모리 기능이 추가됩니다. 사각지대 감지 장치의 일종인 레인와치 시스템도 달리고 전동식 테일게이트도 투어링만 있습니다. 그런데 EX-L도 편의장비 충분합니다. 레인센서, 제논 라이트, 운전석 전동시트, 풀오토 에어컨, 내비, 선루프가 기본이니까요."
1923,5189,1123,혼다 New CR-V,AS 기간은 얼마나 되나요?,"혼다코리아의 AS 정책은 3년 또는 10만km 보증입니다. 후기형 기준, 매물의 주행거리와 연식을 잘 따져본다면 보증이 살아 있는 차를 고를 수 있다는 계산이지요. 특히 후기형은 CVT 품질 이슈가 보고된 적 있으니 AS 여부를 꼭 따져보세요."
1924,5519,1082,기아 니로,하이브리드는 느리지 않나요?,오해입니다. 다른 차들이 오직 엔진으로만 갈 때 하이브리드는 엔진과 모터가 화합한 힘으로 나가니 속도가 잘 붙습니다. 특히 모터의 토크가 좋아 저속 출발이 경쾌합니다. 니로의 실질적인 가속력은 K5 2.0 정도로 보시면 될 듯.
1925,5519,1082,기아 니로,고장 나면 어떡하나요?,"AS가 빵빵해 걱정 없습니다. 일반 부품 3년 또는 6만km, 엔진과 변속기 5년 또는 10만km까지 AS 가능합니다. 보태어 하이브리드 전용 부품인 모터, 인버터, 직류변환장치, PCU는 10년 또는 20만km까지 AS! 고전압 배터리는 최초 고객에 한해 평생 보증합니다. "
1926,5519,1082,기아 니로,하브 중고차도 취득세 면제예요?,아쉽게도 면제는 아닙니다. 중고차 살 때 내는 취득세를 40만 원까지 감면해줍니다.(24년12월31까지) 공영주차장이나 공항 주차요금도 감면 받죠. 만약 서울시 등록 차량이라면 남산 터널 혼잡 통행료도 면제입니다.
1927,5519,1082,기아 니로,실연비가 얼마나 되나요?,니로 동호회원들끼리 서로 경쟁이라도 하듯 좋은 연비를 뽐내고 있습니다. L당 20km 넘게 타는 분들은 수두룩하고 구간 연비로는 30km/L보다 좋은 기록도 흔합니다. 다만 참고할 점은 16인치와 18인치 휠 간의 연비 차이가 10% 가까이 벌어진다는 것.
1928,5519,1082,기아 니로,LED 헤드램프는 언제부터 달렸나요?,"2017년 5월 출시된 2018년형부터입니다. 다만 하위 등급인 럭셔리나 프레스티지는 해당 없고 ‘풀옵션’ 모델인 노블레스에만 달렸어요. 참고로 노블레스에는 다른 등급에서 불가한 천연가죽시트, 운전석 전동시트, 후석 열선 등을 장비합니다."
1929,6078,1062,기아 스팅어,보험료에 ‘스포츠카 할증’은 없나요?,"웬만한 스포츠카를 비웃는 퍼포먼스의 기아 마세라팅어. 다행히 보험료에 스포츠카 할증은 안 붙는다고 합니다. 보디 높이가 1.4m 이상(정확히 1,400mm)이고 온전한 문짝이 네 개 달렸기 때문이죠. 이로써 보험료는 그저 평범한 국산차 수준이라고."
1930,6078,1062,기아 스팅어,‘고급휘발유’ 넣어야 할까요?,"에이, 국산차잖아요. 유럽차와 달리 고급유 압박이 없습니다. 다만 기아는 연료에 관해 이렇게 고지했습니다. ‘최적의 성능을 위해 고급휘발유(RON 95 이상)를 추천, 일반유 사용시 문제는 없으나, 출력이 다소 저하될 수 있고 연비 하락 가능성 있음’."
1931,6078,1062,기아 스팅어,"4인 가족이 다 탈 수 있을까요?","착좌 위치가 낮아 머리 공간이 충분합니다. 뒷자리 레그룸은 아반떼 AD 수준이되 시트가 아반떼보다 편해 장거리에 유리합니다. 트렁크가 크게 열리고 짐 공간 확장성(시트 폴딩)이 세단과 비교 불가이기도 합니다. 스팅어, 패밀리카로 얼마든지 가능합니다."
1932,6078,1062,기아 스팅어,사륜구동으로 사야 하나요?,"널리 알려졌듯 주행안정성은 사륜, 운전재미는 후륜이 낫습니다. 대신 후륜은 LSD가 달린 등급인지 꼭 체크해야 합니다(없으면 노잼). 3.3 AWD는 19년형부터 LSD를 포함하니 이 포인트도 챙기세요. 주행모드에 따라 1:9~5:5로 배분율 조정이 되는 것도요."
1933,6078,1062,기아 스팅어,"3.3T가 진리인가요?",가성비 면에서 그렇지요. 2.0과 값 차이는 얼마 안 나는데 퍼포먼스 차이는 확 벌어지니까. 그래도 많이 밟는 스타일이 아니라면 2.0T도 충분할 겁니다. 3.3T만큼은 아니지만 2.0T도 255마력으로써 0→100km/h 가속을 7초 대에 끊어주는 모델이에요.
1934,5605,1042,"현대 그랜저 IG
                하이브리드",하이브리드를 많이 사나요?,"2.2 디젤보다 하이브리드가 2배 이상 많이 팔렸습니다. 2018년 6월 말 현재 기준 약 1만8,000대가 팔려 3.0 LPI 판매량(약 2만4,000대)에 버금갑니다. 렌트, 택시 등을 빼고 개인 수요만 보면 더욱 많은 분들이 그랜저 하이브리드를 선택한 거죠."
1935,5605,1042,"현대 그랜저 IG
                하이브리드","2.4보다 비싸서 고민입니다.",하이브리드가 더 좋은 차라서 그런 겁니다. 가령 2.4에 비해 연비가 훨씬 좋잖아요. 가솔린 1리터당 5km는 더 갈 수 있지요. 보태어 하이브리드는 취등록세가 최대 40만원까지 면제(24년12월31일까지)이므로 세금 포함한 실구매가 차이는 한결 좁혀지게 됩니다.
1936,5605,1042,"현대 그랜저 IG
                하이브리드","3.0이나 3.3보다 조용할까요?",엔진이 4기통 2.4L이므로 V6인 3.0이나 3.3보다 엔진음이 큰 편입니다. 하지만 반전이 있습니다. 전기차 모드일 때 모터로만 굴러가면 하이브리드가 더 조용하거든요. 이때는 아예 엔진이 안 돌기 때문에 ‘엔진음’이라는 걸 논할 수 없는 것입니다.
1937,5605,1042,"현대 그랜저 IG
                하이브리드",고장 나면 큰일 나지 않아요?,"일반 부품 3년 또는 6만km, 엔진과 변속기 5년 또는 10만km까지 AS 해줍니다. 결정적으로 하이브리드 관련 부품은 10년 또는 20만km까지 보증 대상입니다. 나아가 구동용 배터리는 평생 보증을 제공하니까 맘 편히 탈 수 있을 거예요."
1938,5605,1042,"현대 그랜저 IG
                하이브리드",하이브리드는 트렁크가 작지요?,예전에는 모터용 배터리 수납 때문에 종종 그런 차들이 있었습니다. 하지만 이 차는 현대의 최신형 하이브리드 모델. 예전과 달리 배터리를 바닥 쪽에 얇고 넓게 깔아 노말 모델과 거의 같은 사이즈의 트렁크 품었습니다. VDA 기준 426L로 차고 넘치지요.
